key,latitude,longitude,current,sim_start,start,end
fire_25017384,43.81026476886346,-121.08547497724646,2021-03-30,20210329_18,2021-03-18,2021-04-06
fire_25017384,43.81026476886346,-121.08547497724646,2021-03-31,20210330_18,2021-03-18,2021-04-06
fire_25017384,43.81026476886346,-121.08547497724646,2021-04-01,20210331_18,2021-03-18,2021-04-06
fire_25017384,43.81026476886346,-121.08547497724646,2021-04-02,20210401_18,2021-03-18,2021-04-06
fire_25017384,43.81026476886346,-121.08547497724646,2021-04-03,20210402_18,2021-03-18,2021-04-06
fire_25017384,43.81026476886346,-121.08547497724646,2021-04-04,20210403_18,2021-03-18,2021-04-06
fire_25017384,43.81026476886346,-121.08547497724646,2021-04-05,20210404_18,2021-03-18,2021-04-06
fire_25017384,43.81026476886346,-121.08547497724646,2021-04-06,20210405_18,2021-03-18,2021-04-06
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-20,20210819_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-21,20210820_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-22,20210821_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-23,20210822_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-24,20210823_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-25,20210824_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-26,20210825_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-27,20210826_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-28,20210827_18,2021-08-20,2021-08-29
fire_25410960,45.97729988360988,-116.0631750364142,2021-08-29,20210828_18,2021-08-20,2021-08-29
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-02,20210801_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-03,20210802_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-04,20210803_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-05,20210804_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-06,20210805_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-07,20210806_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-08,20210807_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-09,20210808_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-10,20210809_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-11,20210810_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-12,20210811_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-13,20210812_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-14,20210813_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-15,20210814_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-16,20210815_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-17,20210816_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-18,20210817_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-19,20210818_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-20,20210819_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-21,20210820_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-22,20210821_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-23,20210822_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-24,20210823_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-25,20210824_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-26,20210825_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-27,20210826_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-28,20210827_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-29,20210828_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-30,20210829_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-08-31,20210830_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-01,20210831_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-02,20210901_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-03,20210902_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-04,20210903_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-05,20210904_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-06,20210905_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-07,20210906_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-08,20210907_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-09,20210908_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-10,20210909_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-11,20210910_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-12,20210911_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-13,20210912_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-14,20210913_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-15,20210914_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-16,20210915_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-17,20210916_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-18,20210917_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-19,20210918_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-20,20210919_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-21,20210920_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-22,20210921_18,2021-08-02,2021-09-23
fire_25410445,41.5701214014485,-123.36179120322232,2021-09-23,20210922_18,2021-08-02,2021-09-23
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-03,20210702_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-04,20210703_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-05,20210704_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-06,20210705_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-07,20210706_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-08,20210707_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-09,20210708_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-10,20210709_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-11,20210710_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-12,20210711_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-13,20210712_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-14,20210713_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-15,20210714_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-16,20210715_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-17,20210716_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-18,20210717_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-19,20210718_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-20,20210719_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-21,20210720_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-22,20210721_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-23,20210722_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-24,20210723_18,2021-07-03,2021-07-25
fire_25295089,43.2794213350359,-122.66940817088692,2021-07-25,20210724_18,2021-07-03,2021-07-25
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-06,20210605_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-07,20210606_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-08,20210607_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-09,20210608_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-10,20210609_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-11,20210610_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-12,20210611_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-13,20210612_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-14,20210613_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-15,20210614_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-16,20210615_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-17,20210616_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-18,20210617_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-19,20210618_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-20,20210619_18,2021-06-06,2021-06-21
fire_25205354,39.84764301627784,-111.21610510166732,2021-06-21,20210620_18,2021-06-06,2021-06-21
fire_25295923,46.25897176151511,-107.72093988156556,2021-07-08,20210707_18,2021-07-08,2021-07-11
fire_25295923,46.25897176151511,-107.72093988156556,2021-07-09,20210708_18,2021-07-08,2021-07-11
fire_25295923,46.25897176151511,-107.72093988156556,2021-07-10,20210709_18,2021-07-08,2021-07-11
fire_25295923,46.25897176151511,-107.72093988156556,2021-07-11,20210710_18,2021-07-08,2021-07-11
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-22,20210821_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-23,20210822_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-24,20210823_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-25,20210824_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-26,20210825_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-27,20210826_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-28,20210827_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-29,20210828_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-30,20210829_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-08-31,20210830_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-01,20210831_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-02,20210901_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-03,20210902_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-04,20210903_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-05,20210904_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-06,20210905_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-07,20210906_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-08,20210907_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-09,20210908_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-10,20210909_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-11,20210910_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-12,20210911_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-13,20210912_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-14,20210913_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-15,20210914_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-16,20210915_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-17,20210916_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-18,20210917_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-19,20210918_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-20,20210919_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-21,20210920_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-22,20210921_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-23,20210922_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-24,20210923_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-25,20210924_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-26,20210925_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-27,20210926_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-28,20210927_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-29,20210928_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-09-30,20210929_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-10-01,20210930_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-10-02,20211001_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-10-03,20211002_18,2021-08-22,2021-10-04
fire_25411013,44.55233928820813,-115.20631047247318,2021-10-04,20211003_18,2021-08-22,2021-10-04
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-03,20210802_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-04,20210803_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-05,20210804_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-06,20210805_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-07,20210806_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-08,20210807_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-09,20210808_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-10,20210809_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-11,20210810_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-12,20210811_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-13,20210812_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-14,20210813_18,2021-08-03,2021-08-15
fire_25411821,48.19847793705312,-119.25527530968048,2021-08-15,20210814_18,2021-08-03,2021-08-15
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-06,20210805_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-07,20210806_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-08,20210807_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-09,20210808_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-10,20210809_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-11,20210810_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-12,20210811_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-13,20210812_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-14,20210813_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-15,20210814_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-16,20210815_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-17,20210816_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-18,20210817_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-19,20210818_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-20,20210819_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-21,20210820_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-22,20210821_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-23,20210822_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-24,20210823_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-25,20210824_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-26,20210825_18,2021-08-06,2021-08-27
fire_25410483,41.3047847523425,-123.24828908129668,2021-08-27,20210826_18,2021-08-06,2021-08-27
fire_25411896,45.65215893620764,-108.35127910354356,2021-08-10,20210809_18,2021-08-10,2021-08-13
fire_25411896,45.65215893620764,-108.35127910354356,2021-08-11,20210810_18,2021-08-10,2021-08-13
fire_25411896,45.65215893620764,-108.35127910354356,2021-08-12,20210811_18,2021-08-10,2021-08-13
fire_25411896,45.65215893620764,-108.35127910354356,2021-08-13,20210812_18,2021-08-10,2021-08-13
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-16,20210915_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-17,20210916_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-18,20210917_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-19,20210918_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-20,20210919_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-21,20210920_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-22,20210921_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-23,20210922_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-24,20210923_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-25,20210924_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-26,20210925_18,2021-09-16,2021-09-27
fire_25548658,46.17447941145746,-112.21024071575796,2021-09-27,20210926_18,2021-09-16,2021-09-27
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-12,20210711_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-13,20210712_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-14,20210713_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-15,20210714_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-16,20210715_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-17,20210716_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-18,20210717_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-19,20210718_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-20,20210719_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-21,20210720_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-22,20210721_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-23,20210722_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-24,20210723_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-25,20210724_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-26,20210725_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-27,20210726_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-28,20210727_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-29,20210728_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-30,20210729_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-07-31,20210730_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-08-01,20210731_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-08-02,20210801_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-08-03,20210802_18,2021-07-12,2021-08-04
fire_25294746,38.719238328735216,-119.73245212270145,2021-08-04,20210803_18,2021-07-12,2021-08-04
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-17,20210616_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-18,20210617_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-19,20210618_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-20,20210619_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-21,20210620_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-22,20210621_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-23,20210622_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-24,20210623_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-25,20210624_18,2021-06-17,2021-07-05
fire_25205362,39.74153205254834,-108.8456294714536,2021-06-26,20210625_18,2021-06-17,2021-07-05
